list_date,isbn13,rank,weeks_on_list,isbn10,title,author,publisher,description,month,clean_description,dominant_topic,sentiment_compound
2019-06-23,9780316419826,3,1,,UNSOLVED,James Patterson and David Ellis,"Little, Brown",A string of seemingly accidental and unrelated deaths confound F.B.I. Agent Emmy Dockery.,6,string seemingly accidental unrelated death confound agent emmy dockery,7,-0.6369
2019-06-23,9780062458711,4,1,,FALL; OR DODGE IN HELL,Neal Stephenson,Morrow,A dead multibillionaire’s brain is scanned and turned back on at a time when humans live as digital souls.,6,dead multibillionaire brain scan turn time human live digital soul,12,-0.6486
2019-06-23,9780062861214,5,2,,QUEEN BEE,Dorothea Benton Frank,Morrow,"A beekeeper’s quiet life is unsettled by her demanding mother, outgoing sister and neighboring widower.",6,beekeeper quiet life unsettle demand mother outgoing sister neighboring widower,11,0.1779
2019-06-23,9780525562023,6,1,,ON EARTH WE'RE BRIEFLY GORGEOUS,Ocean Vuong,Penguin Press,"Little Dog writes a letter to a mother who cannot read, revealing a family history.",6,little dog write letter mother read reveal family history,2,0.0
2019-06-23,9781250110251,7,5,,THE GUEST BOOK,Sarah Blake,Flatiron,Evie Milton uncovers a story going back a couple generations that may shatter a family myth.,6,evie milton uncover story go couple generation shatter family myth,13,0.0
2019-06-23,9781538761410,8,8,,REDEMPTION,David Baldacci,Grand Central,The fifth book in the Memory Man series. The first man Amos Decker put behind bars asks to have his name cleared.,6,fifth book memory man series man amos decker bar ask clear,16,0.3818
2019-06-23,9780735219168,9,1,,SKIN GAME,Stuart Woods and Parnell Hall,Putnam,The third book in the Teddy Fay series. Teddy Fay scours Paris’s underworld to find a treasonous criminal.,6,book teddy fay series teddy fay scours paris underworld find treasonous criminal,5,-0.7964
2019-06-23,9781250126108,10,5,,SUNSET BEACH,Mary Kay Andrews,St. Martin's,Drue Campbell inherits a run-down beach bungalow and takes a job at her estranged father’s personal injury attorney office.,6,drue campbell inherit run beach bungalow take job estranged father personal injury attorney office,2,-0.4215
2019-06-23,9780062834300,11,1,,SEARCHING FOR SYLVIE LEE,Jean Kwok,Morrow,"An immigrant Chinese family’s secrets emerge as Amy looks for her older sister, who vanished after flying to the Netherlands.",6,immigrant chinese family secret emerge amy look old sister vanish fly netherlands,10,0.0
2019-06-23,9780316420266,12,6,,THE 18TH ABDUCTION,James Patterson and Maxine Paetro,"Little, Brown",The 18th book in the Women's Murder Club series. Lindsay Boxer investigates the disappearance of three female teachers.,6,book woman murder club series lindsay boxer investigate disappearance female teacher,11,-0.6908
2019-06-23,9781982106980,13,2,,"ASK AGAIN, YES",Mary Beth Keane,Scribner,The lives of neighboring families in a New York City suburb intertwine over four decades.,6,life neighboring family new york city suburb intertwine decade,11,0.0
2019-06-23,9781947793309,14,1,,MOSTLY DEAD THINGS,Kristen Arnett,Tin House,"After her father commits suicide, Jessa-Lynn Morton is forced to engage with her family's eccentricities and taxidermy business.",6,father commit suicide jessa lynn morton force engage family eccentricity taxidermy business,10,-0.2263
2019-06-23,9780399583346,15,1,,THE FRIENDS WE KEEP,Jane Green,Berkley,A 30th reunion between three college friends reveals shattered hopes and a dark secret.,6,reunion college friend reveal shatter hope dark secret,6,0.7269
2019-06-30,9780735219090,1,41,,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",6,quiet town north carolina coast        young woman survive marsh murder suspect,3,-0.7845
2019-06-30,9780316419826,2,2,,UNSOLVED,James Patterson and David Ellis,"Little, Brown",A string of seemingly accidental and unrelated deaths confound F.B.I. Agent Emmy Dockery.,6,string seemingly accidental unrelated death confound agent emmy dockery,7,-0.6369
2019-06-30,9781501133480,3,1,,MRS. EVERYTHING,Jennifer Weiner,Atria,The story of two sisters and how the world around them changes drastically from the 1950s.,6,story sister world change drastically     ,2,0.0
2019-06-30,9781594634734,4,2,,CITY OF GIRLS,Elizabeth Gilbert,Riverhead,An 89-year-old Vivian Morris looks back at the direction her life took when she entered the 1940s New York theater scene.,6,    year old vivian morris look direction life take enter      new york theater scene,13,0.0
2019-06-30,9780525541691,5,1,,TOM CLANCY: ENEMY CONTACT,Mike Maden,Putnam,Jack Ryan Jr. must stop an international criminal conspiracy and deal with tragic news.,6,jack ryan stop international criminal conspiracy deal tragic news,14,-0.9001
2019-06-30,9780525539612,6,1,,THE ORACLE,Clive Cussler and Robin Burcell,Putnam,"Treasure-hunting couple, Sam and Remi Fargo, embark on a new adventure to find a sacred ancient scroll and lift its curse.",6,treasure hunt couple sam remi fargo embark new adventure find sacred ancient scroll lift curse,5,0.0
2019-06-30,9781524759780,7,1,,RECURSION,Blake Crouch,Crown,A dark force alters people's memories so drastically that reality itself starts to shift. Barry and Helena team up to save the city.,6,dark force alter people memory drastically reality start shift barry helena team save city,2,0.4939
2019-06-30,9781538761410,8,9,,REDEMPTION,David Baldacci,Grand Central,The fifth book in the Memory Man series. The first man Amos Decker put behind bars asks to have his name cleared.,6,fifth book memory man series man amos decker bar ask clear,16,0.3818
2019-06-30,9781501193620,9,1,,THE SUMMER GUESTS,Mary Alice Monroe,Gallery,A hurricane threatening the coasts of Florida and South Carolina leads to a group of strangers sheltering together in a home.,6,hurricane threaten coast florida south carolina lead group stranger shelter home,13,-0.3818
2019-06-30,9780525562023,10,2,,ON EARTH WE'RE BRIEFLY GORGEOUS,Ocean Vuong,Penguin Press,"Little Dog writes a letter to a mother who cannot read, revealing a family history.",6,little dog write letter mother read reveal family history,2,0.0
2019-06-30,9780062861214,11,3,,QUEEN BEE,Dorothea Benton Frank,Morrow,"A beekeeper’s quiet life is unsettled by her demanding mother, outgoing sister and neighboring widower.",6,beekeeper quiet life unsettle demand mother outgoing sister neighboring widower,11,0.1779
2019-06-30,9781250110251,12,6,,THE GUEST BOOK,Sarah Blake,Flatiron,Evie Milton uncovers a story going back a couple generations that may shatter a family myth.,6,evie milton uncover story go couple generation shatter family myth,13,0.0
2019-06-30,9780316420266,13,7,,THE 18TH ABDUCTION,James Patterson and Maxine Paetro,"Little, Brown",The 18th book in the Women's Murder Club series. Lindsay Boxer investigates the disappearance of three female teachers.,6,book woman murder club series lindsay boxer investigate disappearance female teacher,11,-0.6908
2019-06-30,9780062458711,14,2,,FALL; OR DODGE IN HELL,Neal Stephenson,Morrow,A dead multibillionaire’s brain is scanned and turned back on at a time when humans live as digital souls.,6,dead multibillionaire brain scan turn time human live digital soul,12,-0.6486
2019-06-30,9781250301697,15,18,,THE SILENT PATIENT,Alex Michaelides,Celadon,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.,6,theo faber look mystery famous painter stop speak shoot husband,9,-0.5574
2019-07-07,9780316420013,1,1,,SUMMER OF '69,Elin Hilderbrand,"Little, Brown","The Levin family undergoes dramatic events with a son in Vietnam, a daughter in protests and dark secrets hiding beneath the surface.",7,levin family undergo dramatic event son vietnam daughter protest dark secret hide beneath surface,1,-0.4019
2019-07-07,9780735219090,2,42,,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",7,quiet town north carolina coast        young woman survive marsh murder suspect,3,-0.7845
2019-07-07,9781594634734,3,3,,CITY OF GIRLS,Elizabeth Gilbert,Riverhead,An 89-year-old Vivian Morris looks back at the direction her life took when she entered the 1940s New York theater scene.,7,    year old vivian morris look direction life take enter      new york theater scene,13,0.0
2019-07-07,9780316419826,4,3,,UNSOLVED,James Patterson and David Ellis,"Little, Brown",A string of seemingly accidental and unrelated deaths confound F.B.I. Agent Emmy Dockery.,7,string seemingly accidental unrelated death confound agent emmy dockery,7,-0.6369
2019-07-07,9781501133480,5,2,,MRS. EVERYTHING,Jennifer Weiner,Atria,The story of two sisters and how the world around them changes drastically from the 1950s.,7,story sister world change drastically     ,2,0.0
2019-07-07,9780525541691,6,2,,TOM CLANCY: ENEMY CONTACT,Mike Maden,Putnam,Jack Ryan Jr. must stop an international criminal conspiracy and deal with tragic news.,7,jack ryan stop international criminal conspiracy deal tragic news,14,-0.9001
2019-07-07,9780525539612,7,2,,THE ORACLE,Clive Cussler and Robin Burcell,Putnam,"Treasure-hunting couple, Sam and Remi Fargo, embark on a new adventure to find a sacred ancient scroll and lift its curse.",7,treasure hunt couple sam remi fargo embark new adventure find sacred ancient scroll lift curse,5,0.0
2019-07-07,9780525562023,8,3,,ON EARTH WE'RE BRIEFLY GORGEOUS,Ocean Vuong,Penguin Press,"Little Dog writes a letter to a mother who cannot read, revealing a family history.",7,little dog write letter mother read reveal family history,2,0.0
2019-07-07,9780062861214,9,4,,QUEEN BEE,Dorothea Benton Frank,Morrow,"A beekeeper’s quiet life is unsettled by her demanding mother, outgoing sister and neighboring widower.",7,beekeeper quiet life unsettle demand mother outgoing sister neighboring widower,11,0.1779
2019-07-07,9780525510871,10,1,,FLEISHMAN IS IN TROUBLE,Taffy Brodesser-Akner,Random House,Toby Fleishman is forced to confront his own perception of his actions when his ex-wife drops off their kids at his place and disappears.,7,toby fleishman force confront perception action wife drop kid place disappear,12,-0.5719
2019-07-07,9781538761410,11,10,,REDEMPTION,David Baldacci,Grand Central,The fifth book in the Memory Man series. The first man Amos Decker put behind bars asks to have his name cleared.,7,fifth book memory man series man amos decker bar ask clear,16,0.3818
2019-07-07,9781250301697,12,19,,THE SILENT PATIENT,Alex Michaelides,Celadon,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.,7,theo faber look mystery famous painter stop speak shoot husband,9,-0.5574
2019-07-07,9781984822178,13,8,,NORMAL PEOPLE,Sally Rooney,Hogarth,The connection between a high school star athlete and a loner ebbs and flows when they go to Trinity College in Dublin.,7,connection high school star athlete loner ebb flow trinity college dublin,8,-0.3182
2019-07-07,9780062458711,14,3,,FALL; OR DODGE IN HELL,Neal Stephenson,Morrow,A dead multibillionaire’s brain is scanned and turned back on at a time when humans live as digital souls.,7,dead multibillionaire brain scan turn time human live digital soul,12,-0.6486
2019-07-07,9781501165375,15,1,,THE LAST HOUSE GUEST,Megan Miranda,Simon & Schuster,Avery Greer must fight the clock to clear her name and uncover her friend’s real killer.,7,avery greer fight clock clear uncover friend real killer,16,-0.2732
2019-07-14,9780735219090,1,43,,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",7,quiet town north carolina coast        young woman survive marsh murder suspect,3,-0.7845
2019-07-14,9781982104030,2,1,,BACKLASH,Brad Thor,Emily Bestler/Atria,"Cut off from any support, Scot Harvath fights to get his revenge.",7,cut support scot harvath fight revenge,11,-0.6597
2019-07-14,9780316420013,3,2,,SUMMER OF '69,Elin Hilderbrand,"Little, Brown","The Levin family undergoes dramatic events with a son in Vietnam, a daughter in protests and dark secrets hiding beneath the surface.",7,levin family undergo dramatic event son vietnam daughter protest dark secret hide beneath surface,1,-0.4019
2019-07-14,9780399179471,4,1,,LOST AND FOUND,Danielle Steel,Delacorte,A photographer embarks on a road trip to reconnect with three men she might have married.,7,photographer embark road trip reconnect man marry,10,0.0
2019-07-14,9781594634734,5,4,,CITY OF GIRLS,Elizabeth Gilbert,Riverhead,An 89-year-old Vivian Morris looks back at the direction her life took when she entered the 1940s New York theater scene.,7,    year old vivian morris look direction life take enter      new york theater scene,13,0.0
2019-07-14,9780316419826,6,4,,UNSOLVED,James Patterson and David Ellis,"Little, Brown",A string of seemingly accidental and unrelated deaths confound F.B.I. Agent Emmy Dockery.,7,string seemingly accidental unrelated death confound agent emmy dockery,7,-0.6369
2019-07-14,9781501133480,7,3,,MRS. EVERYTHING,Jennifer Weiner,Atria,The story of two sisters and how the world around them changes drastically from the 1950s.,7,story sister world change drastically     ,2,0.0
